Title,Authors,Published,Summary,arXiv ID,URL
RoGER-SLAM: A Robust Gaussian Splatting SLAM System for Noisy and Low-light Environment Resilience,"Huilin Yin, Zhaolin Yang, Linchuan Zhang, Gerhard Rigoll, Johannes Betz",2025-10-26,"The reliability of Simultaneous Localization and Mapping (SLAM) is severely constrained in environments where visual inputs suffer from noise and low illumination. Although recent 3D Gaussian Splatting (3DGS) based SLAM frameworks achieve high-fidelity mapping under clean conditions, they remain vulnerable to compounded degradations that degrade mapping and tracking performance. A key observation underlying our work is that the original 3DGS rendering pipeline inherently behaves as an implicit low-pass filter, attenuating high-frequency noise but also risking over-smoothing. Building on this insight, we propose RoGER-SLAM, a robust 3DGS SLAM system tailored for noise and low-light resilience. The framework integrates three innovations: a Structure-Preserving Robust Fusion (SP-RoFusion) mechanism that couples rendered appearance, depth, and edge cues; an adaptive tracking objective with residual balancing regularization; and a Contrastive Language-Image Pretraining (CLIP)-based enhancement module, selectively activated under compounded degradations to restore semantic and structural fidelity. Comprehensive experiments on Replica, TUM, and real-world sequences show that RoGER-SLAM consistently improves trajectory accuracy and reconstruction quality compared with other 3DGS-SLAM systems, especially under adverse imaging conditions.",2510.22600v1,http://arxiv.org/abs/2510.22600v1
PSScreen V2: Partially Supervised Multiple Retinal Disease Screening,"Boyi Zheng, Yalin Zheng, Hrvoje Bogunović, Qing Liu",2025-10-26,"In this work, we propose PSScreen V2, a partially supervised self-training framework for multiple retinal disease screening. Unlike previous methods that rely on fully labelled or single-domain datasets, PSScreen V2 is designed to learn from multiple partially labelled datasets with different distributions, addressing both label absence and domain shift challenges. To this end, PSScreen V2 adopts a three-branch architecture with one teacher and two student networks. The teacher branch generates pseudo labels from weakly augmented images to address missing labels, while the two student branches introduce novel feature augmentation strategies: Low-Frequency Dropout (LF-Dropout), which enhances domain robustness by randomly discarding domain-related low-frequency components, and Low-Frequency Uncertainty (LF-Uncert), which estimates uncertain domain variability via adversarially learned Gaussian perturbations of low-frequency statistics. Extensive experiments on multiple in-domain and out-of-domain fundus datasets demonstrate that PSScreen V2 achieves state-of-the-art performance and superior domain generalization ability. Furthermore, compatibility tests with diverse backbones, including the vision foundation model DINOv2, as well as evaluations on chest X-ray datasets, highlight the universality and adaptability of the proposed framework. The codes are available at https://github.com/boyiZheng99/PSScreen_V2.",2510.22589v1,http://arxiv.org/abs/2510.22589v1
From Pixels to Views: Learning Angular-Aware and Physics-Consistent Representations for Light Field Microscopy,"Feng He, Guodong Tan, Qiankun Li, Jun Yu, Quan Wen",2025-10-26,"Light field microscopy (LFM) has become an emerging tool in neuroscience for large-scale neural imaging in vivo, notable for its single-exposure volumetric imaging, broad field of view, and high temporal resolution. However, learning-based 3D reconstruction in XLFM remains underdeveloped due to two core challenges: the absence of standardized datasets and the lack of methods that can efficiently model its angular-spatial structure while remaining physically grounded. We address these challenges by introducing three key contributions. First, we construct the XLFM-Zebrafish benchmark, a large-scale dataset and evaluation suite for XLFM reconstruction. Second, we propose Masked View Modeling for Light Fields (MVN-LF), a self-supervised task that learns angular priors by predicting occluded views, improving data efficiency. Third, we formulate the Optical Rendering Consistency Loss (ORC Loss), a differentiable rendering constraint that enforces alignment between predicted volumes and their PSF-based forward projections. On the XLFM-Zebrafish benchmark, our method improves PSNR by 7.7% over state-of-the-art baselines.",2510.22577v1,http://arxiv.org/abs/2510.22577v1
Some aspects of neural network parameter optimization for joint inversion of gravitational and magnetic fields,"Yanfei Wang, Dmitry V. Churbanov, Raul L. Argun, Alexander V. Gorbachev, Alexander S. Leonov, Dmitry V. Lukyanenko",2025-10-26,"We consider the optimization of a neural network previously developed by the authors for the joint inversion of 3D gravitational and magnetic fields in the context of mineral exploration. The distinctive feature of this neural network is that it solves ill-posed (ill-conditioned) inverse problems. The neural network implements a special two-level algorithm. The lower level of the algorithm uses two neural networks with equivalent architectures. The first of them computes the gravitational field sources in a given domain from measurements of this field on a remote surface. The second neural network processes magnetic field measured on the same surface to find magnetic sources in the same domain. The found source distributions are used at the upper level of the algorithm to calculate their structural residual, which determines the degree of difference (closeness) of their geometries. As a result, minimizing this residual, when training a neural network at the upper level, implements a computational algorithm that yields geometrically close source distributions of different fields. The article examines in detail the possibilities of optimizing some elements of the neural networks and the algorithms used (datasets, training process, specific form of loss functions, etc.) Test calculations for model problem demonstrate high quality of joint inversion by our optimized neural networks approach. Calculations were also carried out for the joint processing of real-feald data from gravity and magnetic exploration in Jussara region, Goias State, Brazil. The article also considers the issue of determining in joint field inversion not only the geometric distribution of sources, but also their physical intensities.",2510.22564v1,http://arxiv.org/abs/2510.22564v1
LO-SDA: Latent Optimization for Score-based Atmospheric Data Assimilation,"Jing-An Sun, Hang Fan, Junchao Gong, Ben Fei, Kun Chen, Fenghua Ling, Wenlong Zhang, Wanghan Xu, Li Yan, Pierre Gentine, Lei Bai",2025-10-26,"Data assimilation (DA) plays a pivotal role in numerical weather prediction by systematically integrating sparse observations with model forecasts to estimate optimal atmospheric initial condition for forthcoming forecasts. Traditional Bayesian DA methods adopt a Gaussian background prior as a practical compromise for the curse of dimensionality in atmospheric systems, that simplifies the nonlinear nature of atmospheric dynamics and can result in biased estimates. To address this limitation, we propose a novel generative DA method, LO-SDA. First, a variational autoencoder is trained to learn compact latent representations that disentangle complex atmospheric correlations. Within this latent space, a background-conditioned diffusion model is employed to directly learn the conditional distribution from data, thereby generalizing and removing assumptions in the Gaussian prior in traditional DA methods. Most importantly, we introduce latent optimization during the reverse process of the diffusion model to ensure strict consistency between the generated states and sparse observations. Idealized experiments demonstrate that LO-SDA not only outperforms score-based DA methods based on diffusion posterior sampling but also surpasses traditional DA approaches. To our knowledge, this is the first time that a diffusion-based DA method demonstrates the potential to outperform traditional approaches on high-dimensional global atmospheric systems. These findings suggest that long-standing reliance on Gaussian priors-a foundational assumption in operational atmospheric DA-may no longer be necessary in light of advances in generative modeling.",2510.22562v1,http://arxiv.org/abs/2510.22562v1
Surface decomposition method for sensitivity analysis of first-passage dynamic reliability of linear systems,"Jianhua Xian, Sai Hung Cheung, Cheng Su",2025-10-26,"This work presents a novel surface decomposition method for the sensitivity analysis of first-passage dynamic reliability of linear systems subjected to Gaussian random excitations. The method decomposes the sensitivity of first-passage failure probability into a sum of surface integrals over the constrained component limit-state hypersurfaces. The evaluation of these surface integrals can be accomplished, owing to the availability of closed-form linear expressions of both the component limit-state functions and their sensitivities for linear systems. An importance sampling strategy is introduced to further enhance the efficiency for estimating the sum of these surface integrals. The number of function evaluations required for the reliability sensitivity analysis is typically on the order of 10^2 to 10^3. The approach is particularly advantageous when a large number of design parameters are considered, as the results of function evaluations can be reused across different parameters. Two numerical examples are investigated to demonstrate the effectiveness of the proposed method.",2510.22558v1,http://arxiv.org/abs/2510.22558v1
CANDI: Hybrid Discrete-Continuous Diffusion Models,"Patrick Pynadath, Jiaxin Shi, Ruqi Zhang",2025-10-26,"While continuous diffusion has shown remarkable success in continuous domains such as image generation, its direct application to discrete data has underperformed compared to purely discrete formulations. This gap is counterintuitive, given that continuous diffusion learns score functions that enable joint evolution across multiple positions. To understand this gap, we introduce token identifiability as an analytical framework for understanding how Gaussian noise corrupts discrete data through two mechanisms: discrete identity corruption and continuous rank degradation. We reveal that these mechanisms scale differently with vocabulary size, creating a temporal dissonance: at noise levels where discrete corruption preserves enough structure for conditional learning, continuous denoising is trivial; at noise levels where continuous denoising is meaningful, discrete corruption destroys nearly all conditional structure. To solve this, we propose CANDI (Continuous ANd DIscrete diffusion), a hybrid framework that decouples discrete and continuous corruption, enabling simultaneous learning of both conditional structure and continuous geometry. We empirically validate the temporal dissonance phenomenon and demonstrate that CANDI successfully avoids it. This unlocks the benefits of continuous diffusion for discrete spaces: on controlled generation, CANDI enables classifier-based guidance with off-the-shelf classifiers through simple gradient addition; on text generation, CANDI outperforms masked diffusion at low NFE, demonstrating the value of learning continuous gradients for discrete spaces.",2510.22510v1,http://arxiv.org/abs/2510.22510v1
GateFuseNet: An Adaptive 3D Multimodal Neuroimaging Fusion Network for Parkinson's Disease Diagnosis,"Rui Jin, Chen Chen, Yin Liu, Hongfu Sun, Min Zeng, Min Li, Yang Gao",2025-10-26,"Accurate diagnosis of Parkinson's disease (PD) from MRI remains challenging due to symptom variability and pathological heterogeneity. Most existing methods rely on conventional magnitude-based MRI modalities, such as T1-weighted images (T1w), which are less sensitive to PD pathology than Quantitative Susceptibility Mapping (QSM), a phase-based MRI technique that quantifies iron deposition in deep gray matter nuclei. In this study, we propose GateFuseNet, an adaptive 3D multimodal fusion network that integrates QSM and T1w images for PD diagnosis. The core innovation lies in a gated fusion module that learns modality-specific attention weights and channel-wise gating vectors for selective feature modulation. This hierarchical gating mechanism enhances ROI-aware features while suppressing irrelevant signals. Experimental results show that our method outperforms three existing state-of-the-art approaches, achieving 85.00% accuracy and 92.06% AUC. Ablation studies further validate the contributions of ROI guidance, multimodal integration, and fusion positioning. Grad-CAM visualizations confirm the model's focus on clinically relevant pathological regions. The source codes and pretrained models can be found at https://github.com/YangGaoUQ/GateFuseNet",2510.22507v1,http://arxiv.org/abs/2510.22507v1
LAMP: Data-Efficient Linear Affine Weight-Space Models for Parameter-Controlled 3D Shape Generation and Extrapolation,"Ghadi Nehme, Yanxia Zhang, Dule Shu, Matt Klenk, Faez Ahmed",2025-10-26,"Generating high-fidelity 3D geometries that satisfy specific parameter constraints has broad applications in design and engineering. However, current methods typically rely on large training datasets and struggle with controllability and generalization beyond the training distributions. To overcome these limitations, we introduce LAMP (Linear Affine Mixing of Parametric shapes), a data-efficient framework for controllable and interpretable 3D generation. LAMP first aligns signed distance function (SDF) decoders by overfitting each exemplar from a shared initialization, then synthesizes new geometries by solving a parameter-constrained mixing problem in the aligned weight space. To ensure robustness, we further propose a safety metric that detects geometry validity via linearity mismatch. We evaluate LAMP on two 3D parametric benchmarks: DrivAerNet++ and BlendedNet. We found that LAMP enables (i) controlled interpolation within bounds with as few as 100 samples, (ii) safe extrapolation by up to 100% parameter difference beyond training ranges, (iii) physics performance-guided optimization under fixed parameters. LAMP significantly outperforms conditional autoencoder and Deep Network Interpolation (DNI) baselines in both extrapolation and data efficiency. Our results demonstrate that LAMP advances controllable, data-efficient, and safe 3D generation for design exploration, dataset generation, and performance-driven optimization.",2510.22491v1,http://arxiv.org/abs/2510.22491v1
DynaPose4D: High-Quality 4D Dynamic Content Generation via Pose Alignment Loss,"Jing Yang, Yufeng Yang",2025-10-26,"Recent advancements in 2D and 3D generative models have expanded the capabilities of computer vision. However, generating high-quality 4D dynamic content from a single static image remains a significant challenge. Traditional methods have limitations in modeling temporal dependencies and accurately capturing dynamic geometry changes, especially when considering variations in camera perspective. To address this issue, we propose DynaPose4D, an innovative solution that integrates 4D Gaussian Splatting (4DGS) techniques with Category-Agnostic Pose Estimation (CAPE) technology. This framework uses 3D Gaussian Splatting to construct a 3D model from single images, then predicts multi-view pose keypoints based on one-shot support from a chosen view, leveraging supervisory signals to enhance motion consistency. Experimental results show that DynaPose4D achieves excellent coherence, consistency, and fluidity in dynamic motion generation. These findings not only validate the efficacy of the DynaPose4D framework but also indicate its potential applications in the domains of computer vision and animation production.",2510.22473v1,http://arxiv.org/abs/2510.22473v1
Data-driven Augmentation of Turbulence Model in Three-dimensional Flows Via Sequential Correction,"Chenyu Wu, Shaoguang Zhang, Yufei Zhang",2025-10-26,"Classic turbulence models often struggle to accurately predict complex flows that involve phenomena such as flow separation. Although data-driven techniques have emerged to address these shortcomings by augmenting classical models with correction terms, most existing research has concentrated on two-dimensional (2D) cases. Therefore, the performance of these corrected models in complex three-dimensional (3D) flows remains an underexplored area. This study addresses this gap by enhancing a data-driven turbulence model, the SST-CND (shear stress transport-conditioned) model, which was originally trained on 2D separated flows. An additional correction term, \b{eta}_3D, is introduced to account for 3D effects. The distribution of this term is initially determined through a 3D field inversion process using high-fidelity data obtained from the flow around a cube. An explicit algebraic expression for \b{eta}_3D is then derived through symbolic regression and formulated to degrade to zero in 2D cases. This new expression is integrated into the original model, resulting in the SST-CND3D model. The performance of the SST-CND3D model is evaluated across a range of flows. In 2D flows, including the separated flow around a hump, flow over a flat plate, and flow around a multi-element airfoil, the SST-CND3D model performs identically to its 2D-trained predecessor. However, the model exhibits superior performance in 3D flows, such as the flow around a cube and the complex, real-world JAXA standard model high-lift configuration. These findings indicate that a sequential correction approach, constructing a 3D correction term that vanishes in 2D on top of a 2D-trained model, constitutes a promising method for developing data-driven turbulence models that maintain accuracy in 3D while preserving their effectiveness in 2D.",2510.22469v1,http://arxiv.org/abs/2510.22469v1
SemiETPicker: Fast and Label-Efficient Particle Picking for CryoET Tomography Using Semi-Supervised Learning,"Linhan Wang, Jianwen Dou, Wang Li, Shengkun Wang, Zhiwu Xie, Chang-Tien Lu, Yinlin Chen",2025-10-25,"Cryogenic Electron Tomography (CryoET) combined with sub-volume averaging (SVA) is the only imaging modality capable of resolving protein structures inside cells at molecular resolution. Particle picking, the task of localizing and classifying target proteins in 3D CryoET volumes, remains the main bottleneck. Due to the reliance on time-consuming manual labels, the vast reserve of unlabeled tomograms remains underutilized. In this work, we present a fast, label-efficient semi-supervised framework that exploits this untapped data. Our framework consists of two components: (i) an end-to-end heatmap-supervised detection model inspired by keypoint detection, and (ii) a teacher-student co-training mechanism that enhances performance under sparse labeling conditions. Furthermore, we introduce multi-view pseudo-labeling and a CryoET-specific DropBlock augmentation strategy to further boost performance. Extensive evaluations on the large-scale CZII dataset show that our approach improves F1 by 10% over supervised baselines, underscoring the promise of semi-supervised learning for leveraging unlabeled CryoET data.",2510.22454v1,http://arxiv.org/abs/2510.22454v1
3D Roadway Scene Object Detection with LIDARs in Snowfall Conditions,"Ghazal Farhani, Taufiq Rahman, Syed Mostaquim Ali, Andrew Liu, Mohamed Zaki, Dominique Charlebois, Benoit Anctil",2025-10-25,"Because 3D structure of a roadway environment can be characterized directly by a Light Detection and Ranging (LiDAR) sensors, they can be used to obtain exceptional situational awareness for assitive and autonomous driving systems. Although LiDARs demonstrate good performance in clean and clear weather conditions, their performance significantly deteriorates in adverse weather conditions such as those involving atmospheric precipitation. This may render perception capabilities of autonomous systems that use LiDAR data in learning based models to perform object detection and ranging ineffective. While efforts have been made to enhance the accuracy of these models, the extent of signal degradation under various weather conditions remains largely not quantified. In this study, we focus on the performance of an automotive grade LiDAR in snowy conditions in order to develop a physics-based model that examines failure modes of a LiDAR sensor. Specifically, we investigated how the LiDAR signal attenuates with different snowfall rates and how snow particles near the source serve as small but efficient reflectors. Utilizing our model, we transform data from clear conditions to simulate snowy scenarios, enabling a comparison of our synthetic data with actual snowy conditions. Furthermore, we employ this synthetic data, representative of different snowfall rates, to explore the impact on a pre-trained object detection model, assessing its performance under varying levels of snowfall",2510.22436v1,http://arxiv.org/abs/2510.22436v1
SHELLQs-JWST: Revealing the Spectra of Extended Emission in 12 z > 6 Quasar Host Galaxies using the JWST NIRSpec Fixed Slit,"Camryn L. Phillips, Michael A. Strauss, Masafusa Onoue, Xuheng Ding, John D. Silverman, Yoshiki Matsuoka, Takuma Izumi, Junya Arita, Kentaro Aoki, Shunsuke Baba, Masatoshi Imanishi, Nobunari Kashikawa, Toshihiro Kawaguchi, Chien-Hsiu Lee, Mahoshi Sawamura, Yoshiki Toba, Feige Wang, Jinyi Yang",2025-10-25,"We present an analysis of the rest frame optical JWST NIRSpec Fixed Slit spectra of extended host galaxy emission in 12 quasars from the Subaru High-z Exploration of Low-Luminosity Quasars (SHELLQs) sample at redshifts 6.0 < z < 6.4. The spatial point spread function is modeled primarily by a sum of two Gaussians as a function of wavelength and is used to fit and subtract the quasar from the 2D spectra, leaving only extended galaxy emission which we analyze. Ten of 12 systems show spatially extended line emission and five of 12 systems show an extended stellar continuum. From the extended [OIII]5008 emission line, we measure a 132 ${\pm}$ 19 km/s ionized outflow in one system and 52 ${\pm}$ 12 km/s rotation, suggesting a coherent disk, in another. From the extended narrow H${\alpha}$ emission, which we hypothesize is ionized by star-forming regions rather than the quasar, we measure star formation rates ranging from ${\sim}$ 7 to 111 M${_\odot}$/yr, the majority of which are consistent with the star-forming main sequence at z ${\approx}$ 6. The positions of our host galaxies on the log10[OIII]5008/H${\beta}$ vs. log10[NII]6584/H${\alpha}$ (R3N2) Baldwin-Phillips-Terlevich (BPT) diagram indicate ionization rates typical of AGN activity in the low-redshift universe, but are consistent with the placement of similar z ${\approx}$ 6 quasar host galaxies, suggesting that the R3N2 line ratios cannot distinguish AGN and star-formation powered line emission at high redshifts. We conclude from the consistency between our quasar host sample with z ${\sim}$ 6 galaxies that the presence of a low-luminosity AGN causes little significant change in the properties of galaxies at z ${\approx}$ 6 on 10 Myr timescales.",2510.22403v1,http://arxiv.org/abs/2510.22403v1
A Fully Interpretable Statistical Approach for Roadside LiDAR Background Subtraction,"Aitor Iglesias, Nerea Aranjuelo, Patricia Javierre, Ainhoa Menendez, Ignacio Arganda-Carreras, Marcos Nieto",2025-10-25,"We present a fully interpretable and flexible statistical method for background subtraction in roadside LiDAR data, aimed at enhancing infrastructure-based perception in automated driving. Our approach introduces both a Gaussian distribution grid (GDG), which models the spatial statistics of the background using background-only scans, and a filtering algorithm that uses this representation to classify LiDAR points as foreground or background. The method supports diverse LiDAR types, including multiline 360 degree and micro-electro-mechanical systems (MEMS) sensors, and adapts to various configurations. Evaluated on the publicly available RCooper dataset, it outperforms state-of-the-art techniques in accuracy and flexibility, even with minimal background data. Its efficient implementation ensures reliable performance on low-resource hardware, enabling scalable real-world deployment.",2510.22390v1,http://arxiv.org/abs/2510.22390v1
Privacy-Aware Federated nnU-Net for ECG Page Digitization,Nader Nemati,2025-10-25,"Deep neural networks can convert ECG page images into analyzable waveforms, yet centralized training often conflicts with cross-institutional privacy and deployment constraints. A cross-silo federated digitization framework is presented that trains a full-model nnU-Net segmentation backbone without sharing images and aggregates updates across sites under realistic non-IID heterogeneity (layout, grid style, scanner profile, noise).   The protocol integrates three standard server-side aggregators--FedAvg, FedProx, and FedAdam--and couples secure aggregation with central, user-level differential privacy to align utility with formal guarantees. Key features include: (i) end-to-end full-model training and synchronization across clients; (ii) secure aggregation so the server only observes a clipped, weighted sum once a participation threshold is met; (iii) central Gaussian DP with Renyi accounting applied post-aggregation for auditable user-level privacy; and (iv) a calibration-aware digitization pipeline comprising page normalization, trace segmentation, grid-leakage suppression, and vectorization to twelve-lead signals.   Experiments on ECG pages rendered from PTB-XL show consistently faster convergence and higher late-round plateaus with adaptive server updates (FedAdam) relative to FedAvg and FedProx, while approaching centralized performance. The privacy mechanism maintains competitive accuracy while preventing exposure of raw images or per-client updates, yielding deployable, auditable guarantees suitable for multi-institution settings.",2510.22387v1,http://arxiv.org/abs/2510.22387v1
Instability and vertical eccentricity variation in global hydrodynamic disk simulations,"Janosz W. Dewberry, Henrik N. Latter, Gordon I. Ogilvie, Sebastien Fromang",2025-10-25,"Many dynamical interactions can induce eccentricities in astrophysical accretion disks. Disk eccentricities in turn seed a variety of instabilities, even in ideal hydrodynamics. We use 3D nonlinear simulations and 2+1D linear calculations to characterize local and global instabilities in strongly distorted disks. On local scales, our simulations show the growth of parametrically excited inertial waves, which drive wave turbulence. The inertial waves' growth rates and localizations agree with the predictions of local theory. On global scales, we observe the growth of a separate family of low-frequency, vertically structured modes that compare favorably with eigenmodes computed from the linear theory of an eccentric background state. These low-frequency modes interact nonlinearly with the inertial wave turbulence driven by parametric instability, and they induce variation in eccentricity profiles that are initially uniform in the vertical direction. Extrapolating from our vertically local framework, we postulate that these secondary distortions may correspond to the corrugation of an initially planar eccentric disk. Our simulations demonstrate that strong disk eccentricities drive numerous dynamical phenomena even in a purely hydrodynamic, Newtonian framework.",2510.22381v1,http://arxiv.org/abs/2510.22381v1
T2SMark: Balancing Robustness and Diversity in Noise-as-Watermark for Diffusion Models,"Jindong Yang, Han Fang, Weiming Zhang, Nenghai Yu, Kejiang Chen",2025-10-25,"Diffusion models have advanced rapidly in recent years, producing high-fidelity images while raising concerns about intellectual property protection and the misuse of generative AI. Image watermarking for diffusion models, particularly Noise-as-Watermark (NaW) methods, encode watermark as specific standard Gaussian noise vector for image generation, embedding the infomation seamlessly while maintaining image quality. For detection, the generation process is inverted to recover the initial noise vector containing the watermark before extraction. However, existing NaW methods struggle to balance watermark robustness with generation diversity. Some methods achieve strong robustness by heavily constraining initial noise sampling, which degrades user experience, while others preserve diversity but prove too fragile for real-world deployment. To address this issue, we propose T2SMark, a two-stage watermarking scheme based on Tail-Truncated Sampling (TTS). Unlike prior methods that simply map bits to positive or negative values, TTS enhances robustness by embedding bits exclusively in the reliable tail regions while randomly sampling the central zone to preserve the latent distribution. Our two-stage framework then ensures sampling diversity by integrating a randomly generated session key into both encryption pipelines. We evaluate T2SMark on diffusion models with both U-Net and DiT backbones. Extensive experiments show that it achieves an optimal balance between robustness and diversity. Our code is available at \href{https://github.com/0xD009/T2SMark}{https://github.com/0xD009/T2SMark}.",2510.22366v1,http://arxiv.org/abs/2510.22366v1
EndoSfM3D: Learning to 3D Reconstruct Any Endoscopic Surgery Scene using Self-supervised Foundation Model,"Changhao Zhang, Matthew J. Clarkson, Mobarak I. Hoque",2025-10-25,"3D reconstruction of endoscopic surgery scenes plays a vital role in enhancing scene perception, enabling AR visualization, and supporting context-aware decision-making in image-guided surgery. A critical yet challenging step in this process is the accurate estimation of the endoscope's intrinsic parameters. In real surgical settings, intrinsic calibration is hindered by sterility constraints and the use of specialized endoscopes with continuous zoom and telescope rotation. Most existing methods for endoscopic 3D reconstruction do not estimate intrinsic parameters, limiting their effectiveness for accurate and reliable reconstruction. In this paper, we integrate intrinsic parameter estimation into a self-supervised monocular depth estimation framework by adapting the Depth Anything V2 (DA2) model for joint depth, pose, and intrinsics prediction. We introduce an attention-based pose network and a Weight-Decomposed Low-Rank Adaptation (DoRA) strategy for efficient fine-tuning of DA2. Our method is validated on the SCARED and C3VD public datasets, demonstrating superior performance compared to recent state-of-the-art approaches in self-supervised monocular depth estimation and 3D reconstruction. Code and model weights can be found in project repository: https://github.com/MOYF-beta/EndoSfM3D.",2510.22359v1,http://arxiv.org/abs/2510.22359v1
Uncertainty quantification in model discovery by distilling interpretable material constitutive models from Gaussian process posteriors,"David Anton, Henning Wessels, Ulrich Römer, Alexander Henkes, Jorge-Humberto Urrea-Quintero",2025-10-25,"Constitutive model discovery refers to the task of identifying an appropriate model structure, usually from a predefined model library, while simultaneously inferring its material parameters. The data used for model discovery are measured in mechanical tests and are thus inevitably affected by noise which, in turn, induces uncertainties. Previously proposed methods for uncertainty quantification in model discovery either require the selection of a prior for the material parameters, are restricted to the linear coefficients of the model library or are limited in the flexibility of the inferred parameter probability distribution. We therefore propose a four-step partially Bayesian framework for uncertainty quantification in model discovery that does not require prior selection for the material parameters and also allows for the discovery of non-linear constitutive models: First, we augment the available stress-deformation data with a Gaussian process. Second, we approximate the parameter distribution by a normalizing flow, which allows for capturing complex joint distributions. Third, we distill the parameter distribution by matching the distribution of stress-deformation functions induced by the parameters with the Gaussian process posterior. Fourth, we perform a Sobol' sensitivity analysis to obtain a sparse and interpretable model. We demonstrate the capability of our framework for both isotropic and anisotropic experimental data as well as linear and non-linear model libraries.",2510.22345v1,http://arxiv.org/abs/2510.22345v1
Estimating Continuum Robot Shape under External Loading using Spatiotemporal Neural Networks,"Enyi Wang, Zhen Deng, Chuanchuan Pan, Bingwei He, Jianwei Zhang",2025-10-25,"This paper presents a learning-based approach for accurately estimating the 3D shape of flexible continuum robots subjected to external loads. The proposed method introduces a spatiotemporal neural network architecture that fuses multi-modal inputs, including current and historical tendon displacement data and RGB images, to generate point clouds representing the robot's deformed configuration. The network integrates a recurrent neural module for temporal feature extraction, an encoding module for spatial feature extraction, and a multi-modal fusion module to combine spatial features extracted from visual data with temporal dependencies from historical actuator inputs. Continuous 3D shape reconstruction is achieved by fitting B\'ezier curves to the predicted point clouds. Experimental validation demonstrates that our approach achieves high precision, with mean shape estimation errors of 0.08 mm (unloaded) and 0.22 mm (loaded), outperforming state-of-the-art methods in shape sensing for TDCRs. The results validate the efficacy of deep learning-based spatiotemporal data fusion for precise shape estimation under loading conditions.",2510.22339v1,http://arxiv.org/abs/2510.22339v1
GeoDiffusion: A Training-Free Framework for Accurate 3D Geometric Conditioning in Image Generation,"Phillip Mueller, Talip Uenlue, Sebastian Schmidt, Marcel Kollovieh, Jiajie Fan, Stephan Guennemann, Lars Mikelsons",2025-10-25,"Precise geometric control in image generation is essential for engineering \& product design and creative industries to control 3D object features accurately in image space. Traditional 3D editing approaches are time-consuming and demand specialized skills, while current image-based generative methods lack accuracy in geometric conditioning. To address these challenges, we propose GeoDiffusion, a training-free framework for accurate and efficient geometric conditioning of 3D features in image generation. GeoDiffusion employs a class-specific 3D object as a geometric prior to define keypoints and parametric correlations in 3D space. We ensure viewpoint consistency through a rendered image of a reference 3D object, followed by style transfer to meet user-defined appearance specifications. At the core of our framework is GeoDrag, improving accuracy and speed of drag-based image editing on geometry guidance tasks and general instructions on DragBench. Our results demonstrate that GeoDiffusion enables precise geometric modifications across various iterative design workflows.",2510.22337v1,http://arxiv.org/abs/2510.22337v1
Enhanced magnetic and optical properties of oxygen deficient TiO$_{2-δ}$ nanoparticles synthesized by environment-friendly green route using whole plant extract of Phyllanthus niruri,"Latika Mishra, Vinod Kumar Dwivedi, Vishal Kumar Chakradhary, Akila G. Prabhudessai, Shamshun Nehar",2025-10-25,"We report magnetic, optical and oxidation states of oxygen deficient TiO$_{2-\delta}$ nanoparticles (NPs) synthesized by environment-friendly green route using Phyllanthus niruri (PN) whole plant extract instead of leaf extract. Rietveld refinement of room temperature XRD pattern confirms the formation of pure phase anatase TiO$_2$ crystals in a tetragonal structure with space group I41/amd. TEM and SEM microstructure shows agglomerated spherical shape NPs exhibiting average particle size $\sim$ 35~nm. FTIR result confirms the presence of biomolecules and functional group attached to the surface of TiO$_2$ NPs. The core level XPS of O-1s and Ti-2p confirms the presence of oxygen vacancies that leads to the mixed oxidation states of Ti (Ti$^{4+}$ and Ti$^{3+}$). UV-vis result shows a strong absorption peak ($\sim$ 250~nm) along with reduced optical band gap energy E$_g$ $\sim$ 2.75~eV, possibly arises due to the surface plasmon resonance (SPR) caused by lower band gap energy emerging from oxygen vacancies. Magnetization as a function of applied magnetic field shows ferromagnetic nature at room temperature [M$_S$ $\sim$ 0.029~emu/g and H$_C$ $\sim$ 0.0143~T]. The observed ferromagnetic behaviour can be understood by virtual hopping of electrons from Ti$^{3+}$(3d$^1$) to Ti$^{4+}$(3d$^0$)-sites, however, vice versa is prohibited.",2510.22296v1,http://arxiv.org/abs/2510.22296v1
"Analyzing GW231109_235456 and understanding its potential implications for population studies, nuclear physics, and multi-messenger astronomy","Thibeau Wouters, Anna Puecher, Peter T. H. Pang, Tim Dietrich",2025-10-25,"We study the gravitational-wave trigger GW231109_235456, a sub-threshold binary neutron star merger candidate observed in the first part of the fourth observing run of the LIGO-Virgo-KAGRA collaboration. Assuming the trigger is of astrophysical origin, we analyze it using state-of-the-art waveform models and investigate the robustness of the inferred source parameters under different prior choices in Bayesian inference. We assess the implications for population studies, nuclear physics, and multi-messenger astronomy. Analysing the component masses, we find that GW231109_235456 supports the proposed double Gaussian mass distribution of neutron star masses. Moreover, we find that the remnant most likely collapsed promptly to a black hole and that, because of the large distance, a possible kilonova connected to the merger was noticeably dimmer than AT2017gfo. In addition, we provide constraints on the equation of state from GW231109_235456 alone, as well as combined with GW170817 and GW190425. In our projections for the future, we simulate a similar event using the upcoming generation of gravitational-wave detectors. Our findings indicate that we can constrain the neutron star radius with an accuracy of 400 meters using the Einstein Telescope alone, or 300 meters when combined with the Cosmic Explorer, both at 90% credibility.",2510.22290v1,http://arxiv.org/abs/2510.22290v1
